15.584999	3.771428
15.585003	3.771428
15.585003	3.771428
15.584999	3.771428
15.584995	3.771428
15.585003	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584995	3.771428
15.584995	3.771428
15.590000	3.771428
15.590000	3.771428
15.590000	3.771428
15.585003	3.771428
15.585003	3.771428
15.590004	3.771428
15.584999	3.771428
15.584999	3.771428
15.585003	3.771428
15.584995	3.771428
15.584999	3.771428
15.584995	3.771428
15.590000	3.771428
15.589996	3.771428
15.584999	3.771428
15.585003	3.771428
15.585003	3.771428
15.585003	3.771428
15.585003	3.771428
15.585003	3.771428
15.584999	3.771428
15.585003	3.771428
15.584999	3.771428
15.585003	3.771428
15.585003	3.771428
15.584999	3.771428
15.584999	3.771428
15.585003	3.771428
15.585003	3.771428
15.584999	3.771428
15.585003	3.771428
15.584999	3.771428
15.584995	3.771428
15.585003	3.771428
15.585003	3.771428
15.585007	3.771428
15.584999	3.771428
15.584999	3.771428
15.589996	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.589996	3.771428
15.585007	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.585007	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.589996	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.590004	3.771428
15.584999	3.771428
15.585007	3.771428
15.584999	3.771428
15.585007	3.771428
15.584999	3.771428
15.590004	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.589996	3.771428
15.589996	3.771428
15.584999	3.771428
15.584999	3.771428
15.585007	3.771428
15.590004	3.771428
15.584999	3.771428
15.584999	3.771428
15.589996	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.589996	3.771428
15.584999	3.771428
15.584999	3.771428
15.590004	3.771428
15.585007	3.771428
15.584999	3.771428
15.584999	3.771428
15.589996	3.771428
15.589996	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.590004	3.771428
15.584999	3.771428
15.585007	3.771428
15.584999	3.771428
15.585007	3.771428
15.584999	3.771428
15.590004	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.589996	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.585007	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.585007	3.771428
15.589996	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.589996	3.771428
15.584999	3.771428
15.584999	3.771428
15.585007	3.771428
15.585003	3.771428
15.585003	3.771428
15.584995	3.771428
15.584999	3.771428
15.585003	3.771428
15.584999	3.771428
15.585003	3.771428
15.585003	3.771428
15.584999	3.771428
15.584999	3.771428
15.585003	3.771428
15.585003	3.771428
15.584999	3.771428
15.585003	3.771428
15.584999	3.771428
15.585003	3.771428
15.585003	3.771428
15.585003	3.771428
15.585003	3.771428
15.585003	3.771428
15.584999	3.771428
15.589996	3.771428
15.590000	3.771428
15.584995	3.771428
15.584999	3.771428
15.584995	3.771428
15.585003	3.771428
15.584999	3.771428
15.584999	3.771428
15.590004	3.771428
15.585003	3.771428
15.585003	3.771428
15.590000	3.771428
15.590000	3.771428
15.590000	3.771428
15.584995	3.771428
15.584995	3.771428
15.584999	3.771428
15.584999	3.771428
15.584999	3.771428
15.585003	3.771428
15.584995	3.771428
15.584999	3.771428
15.585003	3.771428
15.585003	3.771428
